Quote,Author,Book,Year,Category,Page,Source_Book_ID,Quote_Length,Import_Status,AI_Confidence,Notes
In both the above practices all consciousness of anything but the God-form and name should be absolutely blotted out;,,Liber006 VI,,Unknown,,Liber006 VI,117,,63.25,
"that any imagi- nary figure or being shall instantly obey the will of the student, when he uses the appropriate figure.",,Liber006 VI,,Unknown,,Liber006 VI,119,,61.75,
"It is usually quite easy to return to the body, but should any difficulty arise, practice (again) will make the imagination fertile.",,Liber006 VI,,Unknown,,Liber006 VI,132,,61.0,
"away, away beyond the Assembly and the Law and the Enlightenment unto an Anarchy of Solitude and Darkness!",,Liber007 VII,,Unknown,,Liber007 VII,106,,64.5,
"Especially is there a vehement parallel light from infi nity, vilely di ffracted in the haze of this mind.",,Liber007 VII,,Unknown,,Liber007 VII,106,,62.5,
"There shall be a sigil as of a vast black brooding ocean of death and the central blaze of darkness, radiating its night upon all.",,Liber007 VII,,Unknown,,Liber007 VII,130,,62.5,
"Then, at his prayer, shall the chamber be filled with light insufferable for splendour, and a perfume intolerable for sweetness.",,Liber008 VIII,,Unknown,,Liber008 VIII,128,,64.0,
"And it shall be foursquare within a circle, and the circle shall be winged, and he shall attach it about his forehead by a ribbon of blue silk.",,Liber008 VIII,,Unknown,,Liber008 VIII,143,,60.25,
"And he shall also keep ready in a flask of crystal within the altar, holy anointing oil made of myrrh and cinnamon and galangal.",,Liber008 VIII,,Unknown,,Liber008 VIII,128,,58.0,
"He must rely entirely upon himself, and credit nothing whatever but that which lies within his own knowledge and experience.",,Liber009 IX,,Unknown,,Liber009 IX,124,,67.0,
"Also be careful to exclude all possibilities of obtaining the knowledge through the ordinary senses of sight and touch, or even smell.",,Liber009 IX,,Unknown,,Liber009 IX,134,,63.5,
"Endeavour finally to shut out all objects of any of the senses, and prevent all thoughts arising in your mind.",,Liber009 IX,,Unknown,,Liber009 IX,110,,61.5,
"To the adepts, seeing all things from above, there seems nothing to choose between Buddha and Mohamme d, between Atheism and Theism.",,Liber010 X,,Unknown,,Liber010 X,132,,63.0,
"But it is unintelligib ileit is nonsense. Yet he delights in the Odyssey, while they read vain and vulgar things.",,Liber010 X,,Unknown,,Liber010 X,115,,60.75,
"so in the alembic of this spiritual alchemy, if only the zelator blow sufficiently upon his furnace all the systems of earth are consumd in the One Knowledge.",,Liber010 X,,Unknown,,Liber010 X,158,,60.5,
"No ritual admits to the grade of Philosophus, which is conferred by authority when the Task of the Practicus is accomplished.",,Liber013 XIII],,Unknown,,Liber013 XIII],125,,59.25,
"Yet it is important to possess knowledge and power, provided that it be devoted wholly to that One Work.]",,Liber013 XIII],,Unknown,,Liber013 XIII],105,,59.25,
"He meditates upon the diverse knowledge and power that he has acquired, and harmonises it perfectly.",,Liber013 XIII],,Unknown,,Liber013 XIII],100,,59.0,
"And I believe in one Gnostic and Catholic Church of Light, Life, Love and Liberty, the Word of whose Law is THELEMA.",,Liber015 XV,,Unknown,,Liber015 XV,116,,69.0,
"And, forasmuch as meat and drink are transmuted in us daily into spiritual substance, I believe in the Miracle of the Mass.",,Liber015 XV,,Unknown,,Liber015 XV,123,,62.75,
"The LORD bring you to the accomplishment of your true Wills, the Great Work, the Summum Bonum, True Wisdom and Perfect Happiness.",,Liber015 XV,,Unknown,,Liber015 XV,129,,62.25,
"But that same fire that quelled the robber strife, And struck each being out of lust and life, Left the mild maiden a rejoicing wife.",,Liber016 XVI,,Unknown,,Liber016 XVI,133,,61.25,
LIBER XVI. – Liber Turris Vel Domus Dei. An instruction for attainment by the direct destruction of thoughts as they arise in the mind.,,Liber016 XVI,,Unknown,,Liber016 XVI,135,,59.75,
"Violent and vivid smote the levin flash. Once the tower rocked and cracked beneath its lash, Caught inextinguishable fire; was ash.",,Liber016 XVI,,Unknown,,Liber016 XVI,131,,58.75,
And the Master of the Temple balancing all things arose; his stature was above the Heaven and below Earth and Hell.,,Liber027 XXVII,,Unknown,,Liber027 XXVII,115,,62.75,
"But the Enemy confused them. They pretended to conceal that Light, that they might betray it, and profane it.",,Liber027 XXVII,,Unknown,,Liber027 XXVII,109,,57.25,
"Also certain secret ones conceal ed the Light of Purity in themselves, protecting it from the Persecutions.",,Liber027 XXVII,,Unknown,,Liber027 XXVII,107,,56.75,
"They go back: not to the altar, but to the little door of the temple, within which is a dark dungeon.",,Liber028 XXVIII,,Unknown,,Liber028 XXVIII,101,,61.25,
"Pass thou on!” (They reach the Second Throne:) 1 [The illustration is missing in this copy.] JUPITER “Welcome, welcome, welcome!",,Liber028 XXVIII,,Unknown,,Liber028 XXVIII,128,,60.0,
"Know that Osiris is a black God, and the straight way unto the Sacred an d Sublime Order lieth not through the green pastures and beside still waters;",,Liber028 XXVIII,,Unknown,,Liber028 XXVIII,150,,58.5,
"So shalt thou gradually develop the powers of thy soul, and fit thyself to command the Spirits of the elements.",,Liber030 XXX,,Unknown,,Liber030 XXX,111,,65.75,
"The sin which is unpardonable is knowingly and wilfully to reject truth, to fear knowledge lest that knowl- edge pander not to thy prejudices.",,Liber030 XXX,,Unknown,,Liber030 XXX,142,,64.5,
"Yet, oh aspirant, let thy victories bring thee not Vanity, for with increase of Knowledge should come increase of Wisdom.",,Liber030 XXX,,Unknown,,Liber030 XXX,121,,64.25,
"Closely connected with marriage, the close of the reproductive life, is that of death, the close of the little that remains.",,Liber051 LI,,Unknown,,Liber051 LI,124,,67.0,
"So fundamental a condition of exist ence as the value of g being vastly various, must not the inhabitants differ equally in body and in mind?",,Liber051 LI,,Unknown,,Liber051 LI,141,,64.75,
"and every man being equally so in nature, whether in achievement or not mattered nothing, as appreciation was of no moment.",,Liber051 LI,,Unknown,,Liber051 LI,123,,64.75,
"But at that Lightning Flash all did entirely disappear, and the Cucurbite and the Alembic and the Athanor were shattered utterly...",,Liber055 LV,,Unknown,,Liber055 LV,131,,62.75,
"For without the Bell of Electrum Magicum of Paracelsus how should, the adept even give warning to the Powers of the Work of his entry thereunto.",,Liber055 LV,,Unknown,,Liber055 LV,144,,62.0,
"+HVOD\HWK6LU$EMDGWKH6DUDFHQ Nor for all his care and labour could he gather therefrom more than seven planets, that shone in the blackness;",,Liber055 LV,,Unknown,,Liber055 LV,144,,60.0,
"For, it being unlawful for those mirrors to have ever reflected any mortal countenance, the slaves were both blinded and veiled;",,Liber059 LIX,,Unknown,,Liber059 LIX,128,,66.0,
"Then in some strange way she gripped me body and soul, twining herself about me and within me even as Death that devoureth mortal man.",,Liber059 LIX,,Unknown,,Liber059 LIX,134,,65.5,
"Moreover I fashioned talismans of pure light concerning Osiris, and I performed in light all the ceremonies of initiation into his mysteries.",,Liber059 LIX,,Unknown,,Liber059 LIX,141,,64.75,
"all night will I swing the thurible of my delight before Thee, and the fervour of the orisons shall intoxicate Thy nostrils.",,Liber065 LXV,,Unknown,,Liber065 LXV,124,,63.0,
"yet ever abides the sure consciousness of ecstasy, unknow n, yet known in that its being is certain.",,Liber065 LXV,,Unknown,,Liber065 LXV,100,,61.0,
"O Adonai and my master, I have born the inkhorn and pen without pay, in order that I might search this river of Amrit, and sail thereon as one of ye.",,Liber065 LXV,,Unknown,,Liber065 LXV,149,,60.75,
For I also swear unto th ee by my body and soul that shall never be parted in sunder that I dwell within thee coiled and ready to spring.,,Liber066 LXVI,,Unknown,,Liber066 LXVI,137,,62.25,
"He shall stretch himself upon the altar, and awake it into life, and into death.",,Liber066 LXVI,,Unknown,,Liber066 LXVI,80,,56.0,
"There shall be no hymn nor dithyramb in my praise and the praise of the rite, seeing that it is utterly beyond.",,Liber066 LXVI,,Unknown,,Liber066 LXVI,111,,55.75,
"This verse has many possible interpretations, but its main meaning is that you should accept the universe without being affected by it.",,Liber071 - The Voice of the Silence by H.P. Blavatsky with a commentary by Crowley,,Unknown,,Liber071 - The Voice of the Silence by H.P. Blavatsky with a commentary by Crowley,135,,73.75,
"The words “spirit” and “soul” are highly ambiguous, and had better be regarded as po etic figures, without a technical meaning being sought.",,Liber071 - The Voice of the Silence by H.P. Blavatsky with a commentary by Crowley,,Unknown,,Liber071 - The Voice of the Silence by H.P. Blavatsky with a commentary by Crowley,140,,73.0,
"Such beings are imitative, irresponsible, always being shocked, without any standard of truth, although often extremely logical;",,Liber071 - The Voice of the Silence by H.P. Blavatsky with a commentary by Crowley,,Unknown,,Liber071 - The Voice of the Silence by H.P. Blavatsky with a commentary by Crowley,128,,72.0,
"This verse has many possible interpretations, but its main meaning is that you should accept the universe without being affected by it.",,Liber071 LI,,Unknown,,Liber071 LI,135,,73.75,
"The words “spirit” and “soul” are highly ambiguous, and had better be regarded as po etic figures, without a technical meaning being sought.",,Liber071 LI,,Unknown,,Liber071 LI,140,,73.0,
"Such beings are imitative, irresponsible, always being shocked, without any standard of truth, although often extremely logical;",,Liber071 LI,,Unknown,,Liber071 LI,128,,72.0,
"Above and below are short wands with flames issuing, surmounted respectively by the symbols of & and e, representing the Decan.",,Liber078 LXXVIII,,Unknown,,Liber078 LXXVIII,127,,67.75,
"Raised upward, it invokes the Divine crown of Spiritual Brightness, but reversed it is the Invocation of Demonic Force;",,Liber078 LXXVIII,,Unknown,,Liber078 LXXVIII,119,,65.75,
"Choose a card to represent the Querent, using your knowledge or judgment of his character rather than dwelling on his physical characteristics.",,Liber078 LXXVIII,,Unknown,,Liber078 LXXVIII,143,,64.25,
"They have said, Stoop down unto the darkly sp lendid world, and be wedded to that Blind Creature of the Slime. 38.",,Liber090 XC,,Unknown,,Liber090 XC,116,,59.0,
"But since one is naturally attracted to the Angel, another to the Demon, let the first strengthen the lower link, the last attach more firmly to the higher.",,Liber090 XC,,Unknown,,Liber090 XC,156,,53.0,
"before an hour hath struck upon the bell, ye shallbe with Me in the Abodes that are beyond Decay.",,Liber090 XC,,Unknown,,Liber090 XC,97,,52.25,
"For in it is an Implication of our Secret Enlightenment, conc erning the Universe, how its Nature is utterly Perfection.",,Liber111 CXI,,Unknown,,Liber111 CXI,120,,70.0,
"Know that herein the Rela- tions between Numbers, though they be mighty in Power and prodigal of Knowledge, are but lesser Things.",,Liber111 CXI,,Unknown,,Liber111 CXI,130,,68.5,
"The Te ndencies of thy Mind lie deeper far than any Thought, for they are the Conditions and the Laws of Thought;",,Liber111 CXI,,Unknown,,Liber111 CXI,113,,68.25,
"I am come, having made an end of the darkness, which hath become light indeed."" (The lights are turned fully on.",,Liber120 CXX,,Unknown,,Liber120 CXX,112,,64.0,
"I, even I, know the divine souls of the East, Heru-khuit, and the calf of the Goddess Khera, the Bright morning star.",,Liber120 CXX,,Unknown,,Liber120 CXX,117,,61.25,
"Any other ceremony, such as Evocation, Invocation, Initiation and all secret Rituals, should be performed when the Temple is ""open"".",,Liber120 CXX,,Unknown,,Liber120 CXX,132,,61.0,
"So too the Buddha-thought, Anatta, is a more splendid conception than the philosopher’s Dutch-doll-like Ego, or the rational artillery of Hume.",,Liber128 CXXVIII,,Unknown,,Liber128 CXXVIII,143,,66.25,
"all we can think of God or say of Him, so long as our words represent thoughts, is less than the whole brain which thinks, and orders speech.",,Liber128 CXXVIII,,Unknown,,Liber128 CXXVIII,141,,64.75,
"Our primary proposition depends no longer upon itself, but upon the whole complex being of man, poor, disputing, muddle -headed man!",,Liber128 CXXVIII,,Unknown,,Liber128 CXXVIII,132,,63.0,
"And because there is no life therein, the guardians of the abyss shall bid the angels of the winds pass by.",,Liber156 CLVI,,Unknown,,Liber156 CLVI,107,,58.75,
