New_ID,Title,Title_Display,Alternate Title,Author,Year,Century,Category,Subcategory,Tradition,Keywords,Difficulty,Language,Public Domain,Short Description,Long Description,PDF_File_Name,PDF_Drive_Link,Cover_Image,OCR_Status,AI_Ready,Quote_1,Quote_2,Quote_3,Quote_Page,Featured,Daily_Wisdom_Eligible,Quest_Eligible,Notes,Preview_PDF_Drive_Link,Preview_Ready,Preview_Page_Count
FL_1776,Crystal Vision,,,,,,,,,,,,,,,Crystal Vision.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnamdMR00zQ1dTdzg/view?usp=drivesdk&resourcekey=0-LssGkOgrdd82am7auORphw,,,,,,,,,,,,https://drive.google.com/file/d/1ic2FgJJ94PiL0yu7UOrioJ2gWEdFWHf4/view?usp=sharing,True,10.0
FL_1777,Crowning of Nature,,,,,,,,,,,,,,,Crowning of Nature.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnRUZvTk8tSDJfWjA/view?usp=drivesdk&resourcekey=0-gME-t5pH-3JSamfKX9y0sA,,,,,,,,,,,,https://drive.google.com/file/d/1qn1A9bW39nOu0bR3e0Eejnt5MQOwJJ2B/view?usp=sharing,True,10.0
FL_1778,Crossing the Desert,,,,,,,,,,,,,,,Crossing the Desert.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnRzN6UUJRWnRwb1E/view?usp=drivesdk&resourcekey=0-vXZ25S7GCAfFUj7kI044Lg,,,,,,,,,,,,https://drive.google.com/file/d/1NCWBHaTcu_jNHwuaRr-Wqc8F_5UwuFU4/view?usp=sharing,True,10.0
FL_1779,CREMONENSIS On Astronomical Geomancy,,,,,,,,,,,,,,,CREMONENSIS On Astronomical Geomancy.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mncHRQbW9Kd3IxalU/view?usp=drivesdk&resourcekey=0-q9UfCFqC_2Wo5Xqo7n5wcg,,,,,,,,,,,,https://drive.google.com/file/d/1P5pF4-wyDfoZLeWzIcYoj1CsNJTHfXtY/view?usp=sharing,True,10.0
FL_1780,Creation of Anima-Shakti,,,,,,,,,,,,,,,Creation of Anima-Shakti.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnS256UFhNQS1tWDg/view?usp=drivesdk&resourcekey=0-O_Mx2WDKLV0QXk-xMKW40Q,,,,,,,,,,,,https://drive.google.com/file/d/1FBjuWq3llk1MaBt78hh8TmW-i1MEUZDu/view?usp=sharing,True,10.0
FL_1781,Creation of Anima - Shakti,,,,,,,,,,,,,,,Creation of Anima - Shakti.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnc1lCelRpWHNrREU/view?usp=drivesdk&resourcekey=0-nKNxARW55YDZov4YxgIZGA,,,,,,,,,,,,https://drive.google.com/file/d/1FBjuWq3llk1MaBt78hh8TmW-i1MEUZDu/view?usp=sharing,True,10.0
FL_1782,Craft Grimoire of Magick,,,,,,,,,,,,,,,Craft Grimoire of Magick.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnd1NaVVZLQ25Pakk/view?usp=drivesdk&resourcekey=0-Kow9s1Egm9wPdc95tdGiww,,,,,,,,,,,,https://drive.google.com/file/d/1SG9rMA3yeYk5DNFZ9Z8PsozMsb4qHaXn/view?usp=sharing,True,10.0
FL_1783,Covenant of Samyaza,,,,,,,,,,,,,,,Covenant of Samyaza.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnV2pwVGJha1daWDg/view?usp=drivesdk&resourcekey=0-wj5TOEtYEIEV2_RrXS2wyg,,,,,,,,,,,,https://drive.google.com/file/d/1kJkzncH5lhc2HS4x-slcajrAJhBR0fIh/view?usp=sharing,True,10.0
FL_1784,Counting Coup,,,,,,,,,,,,,,,Counting Coup.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnaDZBVUppVWlid1k/view?usp=drivesdk&resourcekey=0-gxF7GBDTM5-Ae3P4m-H00A,,,,,,,,,,,,https://drive.google.com/file/d/17qJCT7VIHuB6jLUmxZP7kGG4_kzXnHAY/view?usp=sharing,True,10.0
FL_1785,Cosmic Wheel and Tetrahedron,,,,,,,,,,,,,,,Cosmic Wheel and Tetrahedron.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnYng2dms2ZE1IcjA/view?usp=drivesdk&resourcekey=0-2UpytI_oKDX5c9ZlhmNx2Q,,,,,,,,,,,,https://drive.google.com/file/d/15RqKSNZIomETuzT4HVhLQlwwsxDuqohm/view?usp=sharing,True,10.0
FL_1786,Cosmic Consciousness,,,,,,,,,,,,,,,Cosmic Consciousness.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mncUlhSF9VZ2hjWk0/view?usp=drivesdk&resourcekey=0-P0wHY4yjaSL7_-xYZlHO6g,,,,,,,,,,,,https://drive.google.com/file/d/1wCzSYKD2nrhSaa04mgZ3k_blDy6Gb7ek/view?usp=sharing,True,10.0
FL_1787,Corpus Hermetica - Mead translation,,,,,,,,,,,,,,,Corpus Hermetica - Mead translation.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mndGpKWlM1bkhnRG8/view?usp=drivesdk&resourcekey=0-oVO28TMu4_nvKavyRjLRtg,,,,,,,,,,,,https://drive.google.com/file/d/1t1mcbhTppABmIIvsHZmCPgfdb9ERCrSs/view?usp=sharing,True,10.0
FL_1788,Controlled Remote Viewing Manual,,,,,,,,,,,,,,,Controlled Remote Viewing Manual.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnVlp4U3loa2hxU2s/view?usp=drivesdk&resourcekey=0-jVZJCp-ueTkopqRL5kxPLg,,,,,,,,,,,,https://drive.google.com/file/d/1sxPxY_1XJdcw8zmkuojlauV7gvKZYFES/view?usp=sharing,True,10.0
FL_1789,Continental Tarots,,,,,,,,,,,,,,,Continental Tarots.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnWDcwZVg2aWtSNEU/view?usp=drivesdk&resourcekey=0-mjLNrm-I6h7vnTuykIWoTQ,,,,,,,,,,,,https://drive.google.com/file/d/12ZjEjSOnVjuv7AxGpGMFQxTcG9JRUD0-/view?usp=sharing,True,10.0
FL_1790,Contemporary Martinism,,,,,,,,,,,,,,,Contemporary Martinism.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnZ2RyTGNWZHVPVVE/view?usp=drivesdk&resourcekey=0-_dYQ2WES7-9HXC26uco1RA,,,,,,,,,,,,https://drive.google.com/file/d/1Sai7XSJBGo4U5PRrsLEjX3JlUmjJYVQl/view?usp=sharing,True,10.0
FL_1791,Constructive Conscious Control of the Individual by F.M.Alexander,,,,,,,,,,,,,,,Constructive Conscious Control of the Individual by F.M.Alexander.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnd0FKQnBjb2xmVTQ/view?usp=drivesdk&resourcekey=0-y_dOvxaA9eWwCR-ya4gGuw,,,,,,,,,,,,https://drive.google.com/file/d/1KXB4yH2EDQX0Q5oBFGwOSHVLKF-2sGoS/view?usp=sharing,True,10.0
FL_1792,Conjuration of Four Elements,,,,,,,,,,,,,,,Conjuration of Four Elements.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnaXRJOEJHR0w3QlU/view?usp=drivesdk&resourcekey=0-YGiIIIvdvSlt3yAezVd8-Q,,,,,,,,,,,,https://drive.google.com/file/d/1n3CNu8r0dHl_-BrKbxQKB-dftm1m2Imz/view?usp=sharing,True,10.0
FL_1793,Concerning the Philosophical Stone,,,,,,,,,,,,,,,Concerning the Philosophical Stone.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnYlZBUXBXc28taWs/view?usp=drivesdk&resourcekey=0-PF2GYgtMpoxn07oOJwK9-w,,,,,,,,,,,,https://drive.google.com/file/d/1GH_56nOgKsBlEcKREbY7sg9GfsREwcD_/view?usp=sharing,True,10.0
FL_1794,Concerning the More Certain Fundamentals of Astrology,,,,,,,,,,,,,,,Concerning the More Certain Fundamentals of Astrology.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnSjZoci1EellpUU0/view?usp=drivesdk&resourcekey=0-sIVk0dAh0pallgQblwFkCw,,,,,,,,,,,,https://drive.google.com/file/d/1K2QH0kaGiW1aT1SCx4VlagNJNCRAC-oN/view?usp=sharing,True,10.0
FL_1795,Concerning the Material of the Stone,,,,,,,,,,,,,,,Concerning the Material of the Stone.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnWk15bklaMnRHWWc/view?usp=drivesdk&resourcekey=0-hEJ_ReTK9Io0Zqlq-5N98w,,,,,,,,,,,,https://drive.google.com/file/d/1P3TpfH-ZwBwPcMOVn_lOCGiHWfWFC6Ce/view?usp=sharing,True,10.0
FL_1796,Concerning Death,,,,,,,,,,,,,,,Concerning Death.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnZ3AwZE4zRnZ0Skk/view?usp=drivesdk&resourcekey=0-7dZ_mMIsiZBY9G4d8bRA-w,,,,,,,,,,,,https://drive.google.com/file/d/1A7LGU1zXDPJFbmvFfiZVWBnWP8SUSpZr/view?usp=sharing,True,10.0
FL_1797,Comselha,,,,,,,,,,,,,,,Comselha.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnS2VVWGRIZ0YzUkU/view?usp=drivesdk&resourcekey=0-hT89oldQwyXvyUkL7x1n6g,,,,,,,,,,,,https://drive.google.com/file/d/1FNfTxyou_wi0Q6HzSiFNHTyfXx0s2ScU/view?usp=sharing,True,10.0
FL_1798,Complete Prophecies of Nostradamus (Old French +translation & explainations),,,,,,,,,,,,,,,Complete Prophecies of Nostradamus (Old French +translation & explainations).pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnRDJWcHFHNjZYc0U/view?usp=drivesdk&resourcekey=0-oGZrEUhzikW7RkdQfHN15w,,,,,,,,,,,,https://drive.google.com/file/d/1tzKMB8A53naEOMJ17mWTqPHylZKMBJNK/view?usp=sharing,True,10.0
FL_1799,Commentary on the Seal of the Nine Angles,,,,,,,,,,,,,,,Commentary on the Seal of the Nine Angles.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnNUpiSXJldC1YTzA/view?usp=drivesdk&resourcekey=0-bRVZqp2l0797CTomRPxgfw,,,,,,,,,,,,https://drive.google.com/file/d/1A30Fdh_mBsmYubcurC6EC_xgKrWNoGle/view?usp=sharing,True,10.0
FL_1800,Commentary on the Pymander,,,,,,,,,,,,,,,Commentary on the Pymander.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mncExXazZ5dk1Ydjg/view?usp=drivesdk&resourcekey=0-x3fhYxp3gkPJAvXk4JXdLA,,,,,,,,,,,,https://drive.google.com/file/d/1-AF6AYxlEpL5g0rQ8IgR-dQAlYOn7uQE/view?usp=sharing,True,10.0
FL_1801,Commentary on the Infinite Life Sutra,,,,,,,,,,,,,,,Commentary on the Infinite Life Sutra.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnV2ZDcUZtSHY0OEk/view?usp=drivesdk&resourcekey=0-XUJNeBfUCvJk_U0HoFkQIw,,,,,,,,,,,,https://drive.google.com/file/d/1_ti1_iwMw6ZdThOyy86CUS7LXGQe9ByH/view?usp=sharing,True,10.0
FL_1802,Commentary on Circle Casting,,,,,,,,,,,,,,,Commentary on Circle Casting.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnV1ZERFJpLVFmOTg/view?usp=drivesdk&resourcekey=0-UYQmMtgAiQjB8bDVRIcO3g,,,,,,,,,,,,https://drive.google.com/file/d/16u5y9YTn9J9vOYjcdvAuC55n6BSh7zr1/view?usp=sharing,True,10.0
FL_1803,Commentary of AZOTHOZ,,,,,,,,,,,,,,,Commentary of AZOTHOZ.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mndVdJajhyUmd2LWc/view?usp=drivesdk&resourcekey=0-TKeAvcAeaFnN-9EFGOsJKA,,,,,,,,,,,,https://drive.google.com/file/d/14sv17xhBOqhFJtrFBZEOyH3dpty0oQuB/view?usp=sharing,True,10.0
FL_1804,comfrey-medicinal,,,,,,,,,,,,,,,comfrey-medicinal.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnZ3RGUTVVdzd1Vzg/view?usp=drivesdk&resourcekey=0-45FJ9bvgBFvELPm5zkUWJg,,,,,,,,,,,,https://drive.google.com/file/d/1a_m_ReEweoL_kiGcs6zdu_hu25pvDYEw/view?usp=sharing,True,10.0
FL_1805,Combat Magic,,,,,,,,,,,,,,,Combat Magic.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnV1JzcGtNbzYtMnM/view?usp=drivesdk&resourcekey=0-o_2fLBb9nolNG8O8o1worA,,,,,,,,,,,,https://drive.google.com/file/d/13G0JvU8Fh3lomi7kLdj6F66tH348RMO7/view?usp=sharing,True,10.0
FL_1806,Colours to be observed in the Operation of the Great Work,,,,,,,,,,,,,,,Colours to be observed in the Operation of the Great Work.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnV3Rrekx5OGRZLW8/view?usp=drivesdk&resourcekey=0-8idHs0nGzSvpwAlj29rTxQ,,,,,,,,,,,,https://drive.google.com/file/d/1E4v3iw8A2CNJSaIagRQISgiO6sOVQlJb/view?usp=sharing,True,10.0
FL_1807,COL FAQs,,,,,,,,,,,,,,,COL FAQs.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnYlhzTnVRWDl0WjQ/view?usp=drivesdk&resourcekey=0-OC9XuGngNFxgPFkN3VKAqQ,,,,,,,,,,,,https://drive.google.com/file/d/1iPKL1oGZdKuNUFRMkFB3KzdRiL0gR0GY/view?usp=sharing,True,10.0
FL_1808,Coelum Philosophorum Paracelsus,,,,,,,,,,,,,,,Coelum Philosophorum Paracelsus.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnN2pnNnhnbnNfaHc/view?usp=drivesdk&resourcekey=0-CyzOS-CIdGOSbT-dSuMnMA,,,,,,,,,,,,https://drive.google.com/file/d/1H3UOwIgY2JJlYAyTOxr-E8HTuCokpNJv/view?usp=sharing,True,10.0
FL_1809,CLEMENT OF ROME - Second Epistle,,,,,,,,,,,,,,,CLEMENT OF ROME - Second Epistle.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnMkhCNExWckNqQk0/view?usp=drivesdk&resourcekey=0-U-QhtAMGGXawZ3aovOHjPA,,,,,,,,,,,,https://drive.google.com/file/d/1AD_FA-NNlzDqHt8-8EMTADeYoQXqvYPM/view?usp=sharing,True,10.0
FL_1810,Clairvoyance,,,,,,,,,,,,,,,Clairvoyance.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnNF81ck82VkNFcE0/view?usp=drivesdk&resourcekey=0-dlv3a-FAizVxv88WtEE88Q,,,,,,,,,,,,https://drive.google.com/file/d/17u2voAxxf7-_5AgKC-6Lnv7XL0ii1UUI/view?usp=sharing,True,10.0
FL_1811,Circulatum Minus of Urbigerus,,,,,,,,,,,,,,,Circulatum Minus of Urbigerus.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mncDFSOWN5MkZuQ3M/view?usp=drivesdk&resourcekey=0-fRJIeslVacdUwmW8q6lM5g,,,,,,,,,,,,https://drive.google.com/file/d/1Pd0pJ-8yd3momPk5zhsrLXzIwfLqU-0x/view?usp=sharing,True,10.0
FL_1812,Chymical Wedding of Christian Rosenkreutz,,,,,,,,,,,,,,,Chymical Wedding of Christian Rosenkreutz.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnYTRsajNQZmloc1E/view?usp=drivesdk&resourcekey=0-AA3HR8EGcB9-dcNRmCjXww,,,,,,,,,,,,https://drive.google.com/file/d/1cgxkwh4yJdZ0VbVbo57CwMAr_NA5Ucbf/view?usp=sharing,True,10.0
FL_1813,Church of Lucifer,,,,,,,,,,,,,,,Church of Lucifer.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mneUtfSWlBbTA4S2s/view?usp=drivesdk&resourcekey=0-2MvLlk3vSvycuVWCBrkzCw,,,,,,,,,,,,https://drive.google.com/file/d/1qDSpOaW6-NJReybnf8rMBK5VUkNLTjor/view?usp=sharing,True,10.0
FL_1814,Chronicles of the Foundation - A Reformed Druid Anthology,,,,,,,,,,,,,,,Chronicles of the Foundation - A Reformed Druid Anthology.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnUUFFS0JzZ3lwOFk/view?usp=drivesdk&resourcekey=0-tZnvbmLpAyjvYwjnSS5qGQ,,,,,,,,,,,,https://drive.google.com/file/d/1MBUECDaBAcXgq8hrBLdbDD5MtxfCrgPH/view?usp=sharing,True,10.0
FL_1815,Christian Toys - Rev. F. Nagash,,,,,,,,,,,,,,,Christian Toys - Rev. F. Nagash.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnU1k1bmQxR0xKQzA/view?usp=drivesdk&resourcekey=0-Wz2iBl8_4K7N4UOLCB7s6Q,,,,,,,,,,,,https://drive.google.com/file/d/1ID5W9_wGjYEfjeUEsxr8bSR6t-qyHaB3/view?usp=sharing,True,10.0
FL_1816,Chokmah,,,,,,,,,,,,,,,Chokmah.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnOXFMQ1I1bmxhVXc/view?usp=drivesdk&resourcekey=0-XHOM478_qVBQlPCyQ4T-Eg,,,,,,,,,,,,https://drive.google.com/file/d/1HxlECqZPzghIZl9X36_eQFT4caPFAWpR/view?usp=sharing,True,10.0
FL_1817,Chinese Taoist Sorcery,,,,,,,,,,,,,,,Chinese Taoist Sorcery.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnUFlsQ3FOZGtzVDQ/view?usp=drivesdk&resourcekey=0--P3PJ21fpZj0HA9bK_b7lQ,,,,,,,,,,,,https://drive.google.com/file/d/13atlrmHZnxyM7JNuTBLZ5qH95H2zdE_S/view?usp=sharing,True,10.0
FL_1818,Chinese Self healing Methods For Health,,,,,,,,,,,,,,,Chinese Self healing Methods For Health.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnbUJFdEVLWXc4bEE/view?usp=drivesdk&resourcekey=0-VbIAVKkrT6GwYLk8yNEoUA,,,,,,,,,,,,https://drive.google.com/file/d/1rzyHHpXxWu4Vgz8gMxAgEad3OOnDqTTC/view?usp=sharing,True,10.0
FL_1819,Chi Nei Tsang I,,,,,,,,,,,,,,,Chi Nei Tsang I.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnQ09IbDVKVDU3MWs/view?usp=drivesdk&resourcekey=0-TxPP6rvLJ9u_I_Y4k71SfA,,,,,,,,,,,,https://drive.google.com/file/d/1szwn56JhxWZiqA5_a3koPRD3OYmg2LbX/view?usp=sharing,True,10.0
FL_1820,Chesed,,,,,,,,,,,,,,,Chesed.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnR2p1WWhiQUN2eU0/view?usp=drivesdk&resourcekey=0-USCqIlUDYZut9lIxOfRqcg,,,,,,,,,,,,https://drive.google.com/file/d/1mmr7X6BUlL7ZWSuLOitUHernRfy0yDwi/view?usp=sharing,True,10.0
FL_1821,Charlatan and Magus,,,,,,,,,,,,,,,Charlatan and Magus.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnbzR5VzZjSW9DbmM/view?usp=drivesdk&resourcekey=0-0cT_cHRhjc7kqY8VsY_sLQ,,,,,,,,,,,,https://drive.google.com/file/d/1oUUPClmEqn8ocHNEd_yGCjhNbuGU4aUk/view?usp=sharing,True,10.0
FL_1822,Charging an Enochian Tablet,,,,,,,,,,,,,,,Charging an Enochian Tablet.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnNERTdU9MN3o2RDQ/view?usp=drivesdk&resourcekey=0-KxAyaR2ANk7BvRQQ6D8t8w,,,,,,,,,,,,https://drive.google.com/file/d/1UrAq4-2YOQsIschfywIPUkaACAMz8a-O/view?usp=sharing,True,10.0
FL_1823,CHAOTICA SATANICA DETRIMONIA - Tetragrammaton Nihil,,,,,,,,,,,,,,,CHAOTICA SATANICA DETRIMONIA - Tetragrammaton Nihil.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnMmtGY2J0ajNoazA/view?usp=drivesdk&resourcekey=0-QpKxj-PgEBRPGfXRH-Jwag,,,,,,,,,,,,https://drive.google.com/file/d/1ZnRDk7nvA5aRI1DSSDXd9i9U9fSYEUAc/view?usp=sharing,True,10.0
FL_1824,Chaos Magick By Rev. S. Nagash,,,,,,,,,,,,,,,Chaos Magick By Rev. S. Nagash.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnZVlpY2JsQ1FndjQ/view?usp=drivesdk&resourcekey=0-Cuirv0VGmgXmJdVKXTHf1g,,,,,,,,,,,,https://drive.google.com/file/d/1ifUAmBbYUC4IxuXMkcVgniGBEaa0bymP/view?usp=sharing,True,10.0
FL_1825,Chaos Magick and Luciferism,,,,,,,,,,,,,,,Chaos Magick and Luciferism.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mna0luMUNqeUsxMkk/view?usp=drivesdk&resourcekey=0-G38dhfV1ZhWePvq2BjG2Fw,,,,,,,,,,,,https://drive.google.com/file/d/1BRz-5Rb0Rx2HamTHHvGSNZE0litkmZ5n/view?usp=sharing,True,10.0
FL_1826,Chaos Magick - Quick Guide to Practical Magick,,,,,,,,,,,,,,,Chaos Magick - Quick Guide to Practical Magick.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnSUpON0RFT1gwRjA/view?usp=drivesdk&resourcekey=0-8hUzBLHn_o0v4SeY9sJcPA,,,,,,,,,,,,https://drive.google.com/file/d/1hTJmqSpQX5XsEVhuuCQJVGtUcKE2NrNr/view?usp=sharing,True,10.0
FL_1827,Chaos Astrology,,,,,,,,,,,,,,,Chaos Astrology.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnWUdYcnhMa1F6R0E/view?usp=drivesdk&resourcekey=0-RFMeT7k1jDi1ms-HAJ5m8w,,,,,,,,,,,,https://drive.google.com/file/d/1HyD-x7KY1nJ01bDZxDdqpJhHDdlqcmB4/view?usp=sharing,True,10.0
FL_1828,Chanting Book,,,,,,,,,,,,,,,Chanting Book.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mncnVZV3F2emloeGM/view?usp=drivesdk&resourcekey=0-o_MwALgH17l_oKmagH_Rhg,,,,,,,,,,,,https://drive.google.com/file/d/1bPc_iKK1-Jb4XsbabtP01GiYtY4TRuiH/view?usp=sharing,True,10.0
FL_1829,chamomile lawn-fragrant,,,,,,,,,,,,,,,chamomile lawn-fragrant.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnLUlUOUhTRktXMDQ/view?usp=drivesdk&resourcekey=0-k9o2s1GPVQGAMFOimmQ_og,,,,,,,,,,,,https://drive.google.com/file/d/18HWFqEfQgf16pEhLSIcn9kjhjAio1osb/view?usp=sharing,True,10.0
FL_1830,chamomile german-herbal tea,,,,,,,,,,,,,,,chamomile german-herbal tea.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnTk8xYU8tZjdyX0E/view?usp=drivesdk&resourcekey=0-I1JJDyWfZnI23ailnuC9cQ,,,,,,,,,,,,https://drive.google.com/file/d/1vBRh8iQGKUQx9PFP3zsfvfTecboKaIrN/view?usp=sharing,True,10.0
FL_1831,Chaldean Oracles,,,,,,,,,,,,,,,Chaldean Oracles.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnMjBzbWZqVGpWLVU/view?usp=drivesdk&resourcekey=0-HvoIYQZE1g6bRBfL9OrNEA,,,,,,,,,,,,https://drive.google.com/file/d/1lLtATwBKTXzkiwlVEIcRNdopsdmACH9z/view?usp=sharing,True,10.0
FL_1832,Ceremonial Magic Unveiled,,,,,,,,,,,,,,,Ceremonial Magic Unveiled.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnZmZNaVYybE80ZVk/view?usp=drivesdk&resourcekey=0-kMLdE3tsDUdo-uhBmIgzog,,,,,,,,,,,,,,
FL_1833,catnip-medicinal,,,,,,,,,,,,,,,catnip-medicinal.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnM01MRWoyNHZLRWc/view?usp=drivesdk&resourcekey=0-sl-DI6pGA5ehF7epn3Vjxw,,,,,,,,,,,,https://drive.google.com/file/d/1IGUwM5p4bqaT6q7AeSHcopcHEJUeMlAy/view?usp=sharing,True,10.0
FL_1834,catmint-fragrant,,,,,,,,,,,,,,,catmint-fragrant.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnR0N5S2NvQi1FaTQ/view?usp=drivesdk&resourcekey=0-J_rBTdjzZoZJUM2HAVbBfw,,,,,,,,,,,,https://drive.google.com/file/d/1UR8T-wXjCqgAby4mCebFk-Wyw9Zi0bhL/view?usp=sharing,True,10.0
FL_1835,cat grass-medicinal,,,,,,,,,,,,,,,cat grass-medicinal.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnQ1ByUXpLdUhva1U/view?usp=drivesdk&resourcekey=0-mRNWfpRSHbI0LA2ROTdZjA,,,,,,,,,,,,https://drive.google.com/file/d/1ej3CT6c2xBvoLILjL125-LiuPdHrvfDY/view?usp=sharing,True,10.0
FL_1836,Casting the Circle,,,,,,,,,,,,,,,Casting the Circle.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnX2dpUXJNWHZwQnM/view?usp=drivesdk&resourcekey=0-Frw_9rK2IR6T9MvpSWx7rw,,,,,,,,,,,,https://drive.google.com/file/d/1TBDUJjXz6wUb-Ffxx4oC8n_fenPdVpj4/view?usp=sharing,True,10.0
FL_1837,calls2,,,,,,,,,,,,,,,calls2.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnVHZ1R0VjY1hycm8/view?usp=drivesdk&resourcekey=0-0T3mCWBSHLXib3VoaPuW5w,,,,,,,,,,,,https://drive.google.com/file/d/1VmP1ZS0r19TLZcNdYjf2BVPTfRMSsBQ7/view?usp=sharing,True,10.0
FL_1838,Calling to the First of Witch Blood,,,,,,,,,,,,,,,Calling to the First of Witch Blood.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnbTRSLTJHTEdRdjg/view?usp=drivesdk&resourcekey=0-zqgDtn6M9loLG8Xe1V0xCQ,,,,,,,,,,,,https://drive.google.com/file/d/1dwX0mGjZTTmkSHqAWDUylMbZFaXuj8DA/view?usp=sharing,True,10.0
FL_1839,Calling Down the Moon and the Shades of Lilith,,,,,,,,,,,,,,,Calling Down the Moon and the Shades of Lilith.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mndXNpRlJDcjM0elk/view?usp=drivesdk&resourcekey=0-hWJPlnP4BtlPqgITCArANg,,,,,,,,,,,,https://drive.google.com/file/d/1Ew5bQ1zpCJI7svueDqg25XrHLeL_LKXC/view?usp=sharing,True,10.0
FL_1840,Cagliostro's Secret Ritual Of Egyptian Rite Freemasonry,,,,,,,,,,,,,,,Cagliostro's Secret Ritual Of Egyptian Rite Freemasonry.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnLVRnUXd2el96OGc/view?usp=drivesdk&resourcekey=0-PuYvf287Yh9ynRV9v9yNFA,,,,,,,,,,,,https://drive.google.com/file/d/1L9dfs60vGwWwu4h-T4z4otZZJ-1SHnEC/view?usp=sharing,True,10.0
FL_1841,"Caduseus, the Symbol of Healing",,,,,,,,,,,,,,,"Caduseus, the Symbol of Healing.pdf",https://drive.google.com/file/d/0B7BPjB4fO2mnMXdXR1psbkpmcEE/view?usp=drivesdk&resourcekey=0-V7-Xr4aX9tftH9QHAleGqg,,,,,,,,,,,,https://drive.google.com/file/d/1Jv_JRF2k93K61dyj4rxGQUQmMaBHKJTg/view?usp=sharing,True,10.0
FL_1842,Cacodemonic Copulations,,,,,,,,,,,,,,,Cacodemonic Copulations.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnTVJ4N25WcWVZRmM/view?usp=drivesdk&resourcekey=0-qrTMYuRArhtfU2kTZTzAqw,,,,,,,,,,,,https://drive.google.com/file/d/1nU0k98drcyL000r9UccCME4jVvfHH5D1/view?usp=sharing,True,10.0
